Transaction,State,Date,Product,"Wholesale
Price",Units Sold,Product Code,Sales,Month,Year
2.02E+11,Northen Territory,02/02/2018,Viper Earmuffs,240.45,6,TN139874-MD,1442.7,02-Feb,2018
2.02E+11,Queensland,03/02/2018,Mineral Absorbent,61.425,8,SB038557-SM,491.4,02-Feb,2018
2.02E+11,Tasmania,04/02/2018,Bio Waste Kit,61.425,9,SB038557-SM,552.825,02-Feb,2018
2.02E+11,New South Wales,05/02/2018,Spill Response Kit,588.2625,5,CR008525-LG,2941.3125,02-Feb,2018
2.02E+11,Victoria,06/02/2018,Mineral Absorbent,289.0965,6,CR064824-SM,1734.579,02-Feb,2018
2.02E+11,Queensland,07/02/2018,Storage Cabinets,68.25,6,HL880079-LG,409.5,02-Feb,2018
2.02E+11,Australian Capital Territory,08/02/2018,Viper Earmuffs,240.45,5,TN139874-MD,1202.25,02-Feb,2018
2.02E+11,Northen Territory,09/02/2018,Bio Waste Kit,61.425,9,SB038557-SM,552.825,02-Feb,2018
2.02E+11,Queensland,10/02/2018,Hook Tie Down System,240.45,6,TN139874-MD,1442.7,02-Feb,2018
2.02E+11,Tasmania,11/02/2018,Storage Cabinets,240.45,9,TN139874-MD,2164.05,02-Feb,2018
2.02E+11,New South Wales,12/02/2018,Hook Tie Down System,189.525,6,BP459041-MD,1137.15,02-Feb,2018
2.02E+11,Victoria,13/02/2018,Spill Response Kit,189.525,6,BP459041-MD,1137.15,02-Feb,2018
2.02E+11,Queensland,14/02/2018,Viper Earmuffs,61.425,5,SB038557-SM,307.125,02-Feb,2018
2.02E+11,Australian Capital Territory,15/02/2018,Mineral Absorbent,68.25,5,HL880079-LG,341.25,02-Feb,2018
2.02E+11,Northen Territory,16/02/2018,Bio Waste Kit,103.929,6,BP252933-SM,623.574,02-Feb,2018
2.02E+11,Queensland,17/02/2018,Spill Response Kit,68.25,6,HL880079-LG,409.5,02-Feb,2018
2.02E+11,Tasmania,18/02/2018,Mineral Absorbent,289.0965,6,CR064824-SM,1734.579,02-Feb,2018
2.02E+11,New South Wales,19/02/2018,Storage Cabinets,61.425,6,SB038557-SM,368.55,02-Feb,2018
2.02E+11,Victoria,20/02/2018,Viper Earmuffs,103.929,6,BP252933-SM,623.574,02-Feb,2018
2.02E+11,Queensland,21/02/2018,Bio Waste Kit,240.45,9,TN139874-MD,2164.05,02-Feb,2018
2.02E+11,Australian Capital Territory,22/02/2018,Hook Tie Down System,588.2625,5,CR008525-LG,2941.3125,02-Feb,2018
2.02E+11,Northen Territory,23/02/2018,Storage Cabinets,588.2625,5,CR008525-LG,2941.3125,02-Feb,2018
2.02E+11,Queensland,24/02/2018,Hook Tie Down System,61.425,9,SB038557-SM,552.825,02-Feb,2018
2.02E+11,Tasmania,25/02/2018,Spill Response Kit,61.425,5,SB038557-SM,307.125,02-Feb,2018
2.02E+11,New South Wales,26/02/2018,Viper Earmuffs,68.25,6,HL880079-LG,409.5,02-Feb,2018
2.02E+11,Victoria,27/02/2018,Mineral Absorbent,61.425,7,SB038557-SM,429.975,02-Feb,2018
2.02E+11,Queensland,28/02/2018,Bio Waste Kit,189.525,5,BP459041-MD,947.625,02-Feb,2018
2.02E+11,Australian Capital Territory,01/03/2018,Spill Response Kit,68.25,7,HL880079-LG,477.75,03-Mar,2018
2.02E+11,Northen Territory,02/03/2018,Mineral Absorbent,103.95,6,SB639038-MD,623.7,03-Mar,2018
2.02E+11,Queensland,03/03/2018,Storage Cabinets,61.425,8,SB038557-SM,491.4,03-Mar,2018
2.02E+11,Tasmania,04/03/2018,Viper Earmuffs,189.525,6,BP459041-MD,1137.15,03-Mar,2018
2.02E+11,New South Wales,05/03/2018,Bio Waste Kit,68.25,7,HL880079-LG,477.75,03-Mar,2018
2.02E+11,Victoria,06/03/2018,Hook Tie Down System,61.425,6,SB038557-SM,368.55,03-Mar,2018
2.02E+11,Queensland,07/03/2018,Storage Cabinets,61.425,5,SB038557-SM,307.125,03-Mar,2018
2.02E+11,Australian Capital Territory,08/03/2018,Hook Tie Down System,103.95,5,SB639038-MD,519.75,03-Mar,2018
2.02E+11,Northen Territory,09/03/2018,Spill Response Kit,103.95,5,SB639038-MD,519.75,03-Mar,2018
2.02E+11,Queensland,10/03/2018,Viper Earmuffs,588.2625,6,CR008525-LG,3529.575,03-Mar,2018
2.02E+11,Tasmania,11/03/2018,Mineral Absorbent,240.45,8,TN139874-MD,1923.6,03-Mar,2018
2.02E+11,New South Wales,12/03/2018,Bio Waste Kit,289.0965,5,CR064824-SM,1445.4825,03-Mar,2018
2.02E+11,Victoria,13/03/2018,Spill Response Kit,588.2625,5,CR008525-LG,2941.3125,03-Mar,2018
2.02E+11,Queensland,14/03/2018,Mineral Absorbent,588.2625,6,CR008525-LG,3529.575,03-Mar,2018
2.02E+11,Australian Capital Territory,15/03/2018,Storage Cabinets,68.25,8,HL880079-LG,546,03-Mar,2018
2.02E+11,Northen Territory,16/03/2018,Viper Earmuffs,289.0965,6,CR064824-SM,1734.579,03-Mar,2018
2.02E+11,Queensland,17/03/2018,Bio Waste Kit,68.25,8,HL880079-LG,546,03-Mar,2018
2.02E+11,Tasmania,18/03/2018,Hook Tie Down System,68.25,8,HL880079-LG,546,03-Mar,2018
2.02E+11,New South Wales,19/03/2018,Storage Cabinets,35.6895,6,HL642216-MD,214.137,03-Mar,2018
2.02E+11,Victoria,20/03/2018,Hook Tie Down System,68.25,8,HL880079-LG,546,03-Mar,2018
2.02E+11,Queensland,21/03/2018,Spill Response Kit,289.0965,6,CR064824-SM,1734.579,03-Mar,2018
2.02E+11,Australian Capital Territory,22/03/2018,Viper Earmuffs,35.6895,6,HL642216-MD,214.137,03-Mar,2018
2.02E+11,Northen Territory,23/03/2018,Mineral Absorbent,282.45,8,SB885432-XL,2259.6,03-Mar,2018
2.02E+11,Queensland,24/03/2018,Bio Waste Kit,282.45,9,SB885432-XL,2542.05,03-Mar,2018
2.02E+11,Tasmania,25/03/2018,Spill Response Kit,282.45,6,SB885432-XL,1694.7,03-Mar,2018
2.02E+11,New South Wales,26/03/2018,Mineral Absorbent,289.0965,6,CR064824-SM,1734.579,03-Mar,2018
2.02E+11,Victoria,27/03/2018,Storage Cabinets,35.6895,8,HL642216-MD,285.516,03-Mar,2018
2.02E+11,Queensland,28/03/2018,Viper Earmuffs,289.0965,5,CR064824-SM,1445.4825,03-Mar,2018
2.02E+11,Australian Capital Territory,29/03/2018,Bio Waste Kit,282.45,6,SB885432-XL,1694.7,03-Mar,2018
2.02E+11,Northen Territory,30/03/2018,Hook Tie Down System,189.525,5,BP459041-MD,947.625,03-Mar,2018
2.02E+11,Queensland,31/03/2018,Storage Cabinets,289.0965,6,CR064824-SM,1734.579,03-Mar,2018
2.02E+11,Tasmania,01/04/2018,Hook Tie Down System,68.25,5,HL880079-LG,341.25,04-Apr,2018
2.02E+11,New South Wales,02/04/2018,Spill Response Kit,68.25,8,HL880079-LG,546,04-Apr,2018
2.02E+11,Victoria,03/04/2018,Viper Earmuffs,289.0965,5,CR064824-SM,1445.4825,04-Apr,2018
2.02E+11,Queensland,04/04/2018,Mineral Absorbent,35.6895,5,HL642216-MD,178.4475,04-Apr,2018
2.02E+11,Australian Capital Territory,05/04/2018,Bio Waste Kit,35.6895,5,HL642216-MD,178.4475,04-Apr,2018
2.02E+11,Northen Territory,06/04/2018,Spill Response Kit,289.0965,5,CR064824-SM,1445.4825,04-Apr,2018
2.02E+11,Queensland,07/04/2018,Mineral Absorbent,68.25,6,HL880079-LG,409.5,04-Apr,2018
2.02E+11,Tasmania,08/04/2018,Storage Cabinets,103.929,5,BP252933-SM,519.645,04-Apr,2018
2.02E+11,New South Wales,09/04/2018,Viper Earmuffs,68.25,6,HL880079-LG,409.5,04-Apr,2018
2.02E+11,Victoria,10/04/2018,Bio Waste Kit,282.45,5,SB885432-XL,1412.25,04-Apr,2018
2.02E+11,Queensland,11/04/2018,Hook Tie Down System,103.95,7,SB639038-MD,727.65,04-Apr,2018
2.02E+11,Australian Capital Territory,12/04/2018,Storage Cabinets,35.6895,5,HL642216-MD,178.4475,04-Apr,2018
2.02E+11,Northen Territory,13/04/2018,Hook Tie Down System,189.525,6,BP459041-MD,1137.15,04-Apr,2018
2.02E+11,Queensland,14/04/2018,Spill Response Kit,35.6895,7,HL642216-MD,249.8265,04-Apr,2018
2.02E+11,Tasmania,15/04/2018,Viper Earmuffs,289.0965,6,CR064824-SM,1734.579,04-Apr,2018
2.02E+11,New South Wales,16/04/2018,Mineral Absorbent,35.6895,5,HL642216-MD,178.4475,04-Apr,2018
2.02E+11,Victoria,17/04/2018,Bio Waste Kit,68.25,7,HL880079-LG,477.75,04-Apr,2018
2.02E+11,Queensland,18/04/2018,Spill Response Kit,68.25,7,HL880079-LG,477.75,04-Apr,2018
2.02E+11,Australian Capital Territory,19/04/2018,Mineral Absorbent,35.6895,7,HL642216-MD,249.8265,04-Apr,2018
2.02E+11,Northen Territory,20/04/2018,Storage Cabinets,35.6895,7,HL642216-MD,249.8265,04-Apr,2018
2.02E+11,Queensland,21/04/2018,Viper Earmuffs,289.0965,5,CR064824-SM,1445.4825,04-Apr,2018
2.02E+11,Tasmania,22/04/2018,Bio Waste Kit,35.6895,5,HL642216-MD,178.4475,04-Apr,2018
2.02E+11,New South Wales,23/04/2018,Hook Tie Down System,103.95,6,SB639038-MD,623.7,04-Apr,2018
2.02E+11,Victoria,24/04/2018,Storage Cabinets,282.45,9,SB885432-XL,2542.05,04-Apr,2018
2.02E+11,Queensland,25/04/2018,Hook Tie Down System,282.45,9,SB885432-XL,2542.05,04-Apr,2018
2.02E+11,Australian Capital Territory,26/04/2018,Spill Response Kit,282.45,5,SB885432-XL,1412.25,04-Apr,2018
2.02E+11,Northen Territory,27/04/2018,Viper Earmuffs,68.25,8,HL880079-LG,546,04-Apr,2018
2.02E+11,Queensland,28/04/2018,Mineral Absorbent,103.95,6,SB639038-MD,623.7,04-Apr,2018
2.02E+11,Tasmania,29/04/2018,Bio Waste Kit,103.929,6,BP252933-SM,623.574,04-Apr,2018
2.02E+11,New South Wales,30/04/2018,Spill Response Kit,189.525,5,BP459041-MD,947.625,04-Apr,2018
2.02E+11,Victoria,01/05/2018,Mineral Absorbent,289.0965,5,CR064824-SM,1445.4825,05-May,2018
2.02E+11,Queensland,02/05/2018,Storage Cabinets,103.95,5,SB639038-MD,519.75,05-May,2018
2.02E+11,Australian Capital Territory,03/05/2018,Viper Earmuffs,103.929,5,BP252933-SM,519.645,05-May,2018
2.02E+11,Northen Territory,04/05/2018,Bio Waste Kit,189.525,6,BP459041-MD,1137.15,05-May,2018
2.02E+11,Queensland,05/05/2018,Hook Tie Down System,289.0965,6,CR064824-SM,1734.579,05-May,2018
2.02E+11,Tasmania,06/05/2018,Storage Cabinets,68.25,7,HL880079-LG,477.75,05-May,2018
2.02E+11,New South Wales,07/05/2018,Hook Tie Down System,68.25,8,HL880079-LG,546,05-May,2018
2.02E+11,Victoria,08/05/2018,Spill Response Kit,289.0965,5,CR064824-SM,1445.4825,05-May,2018
2.02E+11,Queensland,09/05/2018,Viper Earmuffs,103.95,9,SB639038-MD,935.55,05-May,2018
2.02E+11,Australian Capital Territory,10/05/2018,Mineral Absorbent,289.0965,5,CR064824-SM,1445.4825,05-May,2018
2.02E+11,Northen Territory,11/05/2018,Bio Waste Kit,68.25,8,HL880079-LG,546,05-May,2018
2.02E+11,Queensland,12/05/2018,Spill Response Kit,282.45,5,SB885432-XL,1412.25,05-May,2018
2.02E+11,Tasmania,13/05/2018,Mineral Absorbent,103.95,8,SB639038-MD,831.6,05-May,2018
2.02E+11,New South Wales,14/05/2018,Storage Cabinets,35.6895,7,HL642216-MD,249.8265,05-May,2018
2.02E+11,Victoria,15/05/2018,Viper Earmuffs,68.25,5,HL880079-LG,341.25,05-May,2018
2.02E+11,Queensland,16/05/2018,Bio Waste Kit,314.9895,6,BP110966-XL,1889.937,05-May,2018
2.02E+11,Australian Capital Territory,17/05/2018,Hook Tie Down System,68.25,6,HL880079-LG,409.5,05-May,2018
2.02E+11,Northen Territory,18/05/2018,Storage Cabinets,68.25,7,HL880079-LG,477.75,05-May,2018
2.02E+11,Queensland,19/05/2018,Hook Tie Down System,282.45,5,SB885432-XL,1412.25,05-May,2018
2.02E+11,Tasmania,20/05/2018,Spill Response Kit,282.45,8,SB885432-XL,2259.6,05-May,2018
2.02E+11,New South Wales,21/05/2018,Viper Earmuffs,282.45,9,SB885432-XL,2542.05,05-May,2018
2.02E+11,Victoria,22/05/2018,Mineral Absorbent,282.45,8,SB885432-XL,2259.6,05-May,2018
2.02E+11,Queensland,23/05/2018,Bio Waste Kit,289.0965,6,CR064824-SM,1734.579,05-May,2018
2.02E+11,Australian Capital Territory,24/05/2018,Spill Response Kit,289.0965,6,CR064824-SM,1734.579,05-May,2018
2.02E+11,Northen Territory,25/05/2018,Mineral Absorbent,68.25,5,HL880079-LG,341.25,05-May,2018
2.02E+11,Queensland,26/05/2018,Storage Cabinets,282.45,7,SB885432-XL,1977.15,05-May,2018
2.02E+11,Tasmania,27/05/2018,Viper Earmuffs,289.0965,5,CR064824-SM,1445.4825,05-May,2018
2.02E+11,New South Wales,28/05/2018,Bio Waste Kit,282.45,8,SB885432-XL,2259.6,05-May,2018
2.02E+11,Victoria,29/05/2018,Hook Tie Down System,103.929,5,BP252933-SM,519.645,05-May,2018
2.02E+11,Queensland,30/05/2018,Storage Cabinets,68.25,7,HL880079-LG,477.75,05-May,2018
2.02E+11,Australian Capital Territory,31/05/2018,Hook Tie Down System,189.525,6,BP459041-MD,1137.15,05-May,2018
2.02E+11,Northen Territory,01/06/2018,Spill Response Kit,35.6895,5,HL642216-MD,178.4475,06-Jun,2018
2.02E+11,Queensland,02/06/2018,Viper Earmuffs,68.25,7,HL880079-LG,477.75,06-Jun,2018
2.02E+11,Tasmania,03/06/2018,Mineral Absorbent,103.95,7,SB639038-MD,727.65,06-Jun,2018
2.02E+11,New South Wales,04/06/2018,Bio Waste Kit,103.929,5,BP252933-SM,519.645,06-Jun,2018
2.02E+11,Victoria,05/06/2018,Spill Response Kit,289.0965,5,CR064824-SM,1445.4825,06-Jun,2018
2.02E+11,Queensland,06/06/2018,Mineral Absorbent,189.525,6,BP459041-MD,1137.15,06-Jun,2018
2.02E+11,Australian Capital Territory,07/06/2018,Storage Cabinets,68.25,5,HL880079-LG,341.25,06-Jun,2018
2.02E+11,Northen Territory,08/06/2018,Viper Earmuffs,68.25,6,HL880079-LG,409.5,06-Jun,2018
2.02E+11,Queensland,09/06/2018,Bio Waste Kit,289.0965,5,CR064824-SM,1445.4825,06-Jun,2018
2.02E+11,Tasmania,10/06/2018,Hook Tie Down System,282.45,9,SB885432-XL,2542.05,06-Jun,2018
2.02E+11,New South Wales,11/06/2018,Storage Cabinets,35.6895,6,HL642216-MD,214.137,06-Jun,2018
2.02E+11,Victoria,12/06/2018,Hook Tie Down System,35.6895,5,HL642216-MD,178.4475,06-Jun,2018
2.02E+11,Queensland,13/06/2018,Spill Response Kit,289.0965,6,CR064824-SM,1734.579,06-Jun,2018
2.02E+11,Australian Capital Territory,14/06/2018,Viper Earmuffs,35.6895,8,HL642216-MD,285.516,06-Jun,2018
2.02E+11,Northen Territory,15/06/2018,Mineral Absorbent,289.0965,6,CR064824-SM,1734.579,06-Jun,2018
2.02E+11,Queensland,16/06/2018,Bio Waste Kit,35.6895,6,HL642216-MD,214.137,06-Jun,2018
2.02E+11,Tasmania,17/06/2018,Spill Response Kit,103.95,5,SB639038-MD,519.75,06-Jun,2018
2.02E+11,New South Wales,18/06/2018,Mineral Absorbent,103.95,9,SB639038-MD,935.55,06-Jun,2018
2.02E+11,Victoria,19/06/2018,Storage Cabinets,282.45,7,SB885432-XL,1977.15,06-Jun,2018
2.02E+11,Queensland,20/06/2018,Viper Earmuffs,289.0965,6,CR064824-SM,1734.579,06-Jun,2018
2.02E+11,Australian Capital Territory,21/06/2018,Bio Waste Kit,189.525,6,BP459041-MD,1137.15,06-Jun,2018
2.02E+11,Northen Territory,22/06/2018,Hook Tie Down System,189.525,6,BP459041-MD,1137.15,06-Jun,2018
2.02E+11,Queensland,23/06/2018,Storage Cabinets,289.0965,5,CR064824-SM,1445.4825,06-Jun,2018
2.02E+11,Tasmania,24/06/2018,Hook Tie Down System,282.45,8,SB885432-XL,2259.6,06-Jun,2018
2.02E+11,New South Wales,25/06/2018,Spill Response Kit,289.0965,5,CR064824-SM,1445.4825,06-Jun,2018
2.02E+11,Victoria,26/06/2018,Viper Earmuffs,289.0965,6,CR064824-SM,1734.579,06-Jun,2018
2.02E+11,Queensland,27/06/2018,Mineral Absorbent,68.25,8,HL880079-LG,546,06-Jun,2018
2.02E+11,Australian Capital Territory,28/06/2018,Bio Waste Kit,289.0965,6,CR064824-SM,1734.579,06-Jun,2018
2.02E+11,Northen Territory,29/06/2018,Spill Response Kit,289.0965,6,CR064824-SM,1734.579,06-Jun,2018
2.02E+11,Queensland,30/06/2018,Mineral Absorbent,103.929,6,BP252933-SM,623.574,06-Jun,2018
2.02E+11,Tasmania,01/07/2018,Storage Cabinets,103.929,6,BP252933-SM,623.574,07-Jul,2018
2.02E+11,New South Wales,02/07/2018,Viper Earmuffs,103.929,5,BP252933-SM,519.645,07-Jul,2018
2.02E+11,Victoria,03/07/2018,Bio Waste Kit,289.0965,5,CR064824-SM,1445.4825,07-Jul,2018
2.02E+11,Queensland,04/07/2018,Hook Tie Down System,189.525,6,BP459041-MD,1137.15,07-Jul,2018
2.02E+11,Australian Capital Territory,05/07/2018,Storage Cabinets,289.0965,5,CR064824-SM,1445.4825,07-Jul,2018
2.02E+11,Northen Territory,06/07/2018,Hook Tie Down System,289.0965,6,CR064824-SM,1734.579,07-Jul,2018
2.02E+11,Queensland,07/07/2018,Spill Response Kit,289.0965,6,CR064824-SM,1734.579,07-Jul,2018
2.02E+11,Tasmania,08/07/2018,Viper Earmuffs,282.45,9,SB885432-XL,2542.05,07-Jul,2018
2.02E+11,New South Wales,09/07/2018,Mineral Absorbent,314.9895,5,BP110966-XL,1574.9475,07-Jul,2018
2.02E+11,Victoria,10/07/2018,Bio Waste Kit,103.95,6,SB639038-MD,623.7,07-Jul,2018
2.02E+11,Queensland,11/07/2018,Spill Response Kit,282.45,6,SB885432-XL,1694.7,07-Jul,2018
2.02E+11,Australian Capital Territory,12/07/2018,Mineral Absorbent,282.45,9,SB885432-XL,2542.05,07-Jul,2018
2.02E+11,Northen Territory,13/07/2018,Storage Cabinets,282.45,8,SB885432-XL,2259.6,07-Jul,2018
2.02E+11,Queensland,14/07/2018,Viper Earmuffs,289.0965,6,CR064824-SM,1734.579,07-Jul,2018
2.02E+11,Tasmania,15/07/2018,Bio Waste Kit,35.6895,6,HL642216-MD,214.137,07-Jul,2018
2.02E+11,New South Wales,16/07/2018,Hook Tie Down System,68.25,8,HL880079-LG,546,07-Jul,2018
2.02E+11,Victoria,17/07/2018,Storage Cabinets,68.25,5,HL880079-LG,341.25,07-Jul,2018
2.02E+11,Queensland,18/07/2018,Hook Tie Down System,68.25,7,HL880079-LG,477.75,07-Jul,2018
2.02E+11,Australian Capital Territory,19/07/2018,Spill Response Kit,103.95,8,SB639038-MD,831.6,07-Jul,2018
2.02E+11,Northen Territory,20/07/2018,Viper Earmuffs,282.45,9,SB885432-XL,2542.05,07-Jul,2018
2.02E+11,Queensland,21/07/2018,Mineral Absorbent,282.45,9,SB885432-XL,2542.05,07-Jul,2018
2.02E+11,Tasmania,22/07/2018,Bio Waste Kit,289.0965,6,CR064824-SM,1734.579,07-Jul,2018
2.02E+11,New South Wales,23/07/2018,Spill Response Kit,282.45,6,SB885432-XL,1694.7,07-Jul,2018
2.02E+11,Victoria,24/07/2018,Mineral Absorbent,103.95,7,SB639038-MD,727.65,07-Jul,2018
2.02E+11,Queensland,25/07/2018,Storage Cabinets,289.0965,5,CR064824-SM,1445.4825,07-Jul,2018
2.02E+11,Australian Capital Territory,26/07/2018,Viper Earmuffs,282.45,7,SB885432-XL,1977.15,07-Jul,2018
2.02E+11,Northen Territory,27/07/2018,Bio Waste Kit,289.0965,6,CR064824-SM,1734.579,07-Jul,2018
2.02E+11,Queensland,28/07/2018,Hook Tie Down System,68.25,5,HL880079-LG,341.25,07-Jul,2018
2.02E+11,New South Wales,29/07/2018,Mineral Absorbent,436.5375,5,CR952915-MD,2182.6875,07-Jul,2018
2.02E+11,Victoria,30/07/2018,Bio Waste Kit,436.5375,5,CR952915-MD,2182.6875,07-Jul,2018
2.02E+11,Queensland,31/07/2018,Spill Response Kit,208.95,5,TN201133-SM,1044.75,07-Jul,2018
2.02E+11,Australian Capital Territory,01/08/2018,Mineral Absorbent,436.5375,6,CR952915-MD,2619.225,08-Aug,2018
2.02E+11,Northen Territory,02/08/2018,Storage Cabinets,208.95,10,TN201133-SM,2089.5,08-Aug,2018
2.02E+11,Queensland,03/08/2018,Viper Earmuffs,436.5375,6,CR952915-MD,2619.225,08-Aug,2018
2.02E+11,Tasmania,04/08/2018,Bio Waste Kit,436.5375,5,CR952915-MD,2182.6875,08-Aug,2018
2.02E+11,New South Wales,05/08/2018,Hook Tie Down System,436.5375,5,CR952915-MD,2182.6875,08-Aug,2018
2.02E+11,Victoria,06/08/2018,Storage Cabinets,103.95,5,SB639038-MD,519.75,08-Aug,2018
2.02E+11,Queensland,07/08/2018,Hook Tie Down System,103.95,6,SB639038-MD,623.7,08-Aug,2018
2.02E+11,Australian Capital Territory,08/08/2018,Spill Response Kit,231.315,5,BP171085-LG,1156.575,08-Aug,2018
2.02E+11,Northen Territory,09/08/2018,Viper Earmuffs,436.5375,5,CR952915-MD,2182.6875,08-Aug,2018
2.02E+11,Queensland,10/08/2018,Mineral Absorbent,436.5375,5,CR952915-MD,2182.6875,08-Aug,2018
2.02E+11,Tasmania,11/08/2018,Bio Waste Kit,436.5375,6,CR952915-MD,2619.225,08-Aug,2018
2.02E+11,New South Wales,12/08/2018,Spill Response Kit,61.425,5,SB038557-SM,307.125,08-Aug,2018
2.02E+11,Victoria,13/08/2018,Mineral Absorbent,61.425,5,SB038557-SM,307.125,08-Aug,2018
2.02E+11,Queensland,14/08/2018,Storage Cabinets,208.95,9,TN201133-SM,1880.55,08-Aug,2018
2.02E+11,Australian Capital Territory,15/08/2018,Viper Earmuffs,231.315,5,BP171085-LG,1156.575,08-Aug,2018
2.02E+11,Northen Territory,16/08/2018,Bio Waste Kit,189.525,5,BP459041-MD,947.625,08-Aug,2018
2.02E+11,Queensland,17/08/2018,Hook Tie Down System,436.5375,6,CR952915-MD,2619.225,08-Aug,2018
2.02E+11,Tasmania,18/08/2018,Storage Cabinets,61.425,5,SB038557-SM,307.125,08-Aug,2018
2.02E+11,New South Wales,19/08/2018,Hook Tie Down System,208.95,7,TN201133-SM,1462.65,08-Aug,2018
2.02E+11,Victoria,20/08/2018,Spill Response Kit,231.315,6,BP171085-LG,1387.89,08-Aug,2018
2.02E+11,Queensland,21/08/2018,Viper Earmuffs,103.95,7,SB639038-MD,727.65,08-Aug,2018
2.02E+11,Australian Capital Territory,22/08/2018,Mineral Absorbent,208.95,7,TN201133-SM,1462.65,08-Aug,2018
2.02E+11,Northen Territory,23/08/2018,Bio Waste Kit,208.95,7,TN201133-SM,1462.65,08-Aug,2018
2.02E+11,Queensland,24/08/2018,Spill Response Kit,208.95,6,TN201133-SM,1253.7,08-Aug,2018
2.02E+11,Tasmania,25/08/2018,Mineral Absorbent,231.315,5,BP171085-LG,1156.575,08-Aug,2018
2.02E+11,New South Wales,26/08/2018,Storage Cabinets,231.315,5,BP171085-LG,1156.575,08-Aug,2018
2.02E+11,Victoria,27/08/2018,Viper Earmuffs,61.425,5,SB038557-SM,307.125,08-Aug,2018
2.02E+11,Queensland,28/08/2018,Bio Waste Kit,436.5375,6,CR952915-MD,2619.225,08-Aug,2018
2.02E+11,Australian Capital Territory,29/08/2018,Hook Tie Down System,208.95,8,TN201133-SM,1671.6,08-Aug,2018
2.02E+11,Northen Territory,30/08/2018,Storage Cabinets,436.5375,6,CR952915-MD,2619.225,08-Aug,2018
2.02E+11,Queensland,31/08/2018,Hook Tie Down System,61.425,9,SB038557-SM,552.825,08-Aug,2018
2.02E+11,Tasmania,01/09/2018,Spill Response Kit,61.425,8,SB038557-SM,491.4,09-Sep,2018
2.02E+11,New South Wales,02/09/2018,Viper Earmuffs,61.425,7,SB038557-SM,429.975,09-Sep,2018
2.02E+11,Victoria,03/09/2018,Mineral Absorbent,436.5375,5,CR952915-MD,2182.6875,09-Sep,2018
2.02E+11,Queensland,04/09/2018,Bio Waste Kit,61.425,6,SB038557-SM,368.55,09-Sep,2018
2.02E+11,Australian Capital Territory,05/09/2018,Spill Response Kit,231.315,5,BP171085-LG,1156.575,09-Sep,2018
2.02E+11,Northen Territory,06/09/2018,Mineral Absorbent,436.5375,5,CR952915-MD,2182.6875,09-Sep,2018
2.02E+11,Queensland,07/09/2018,Storage Cabinets,436.5375,5,CR952915-MD,2182.6875,09-Sep,2018
2.02E+11,Tasmania,08/09/2018,Viper Earmuffs,103.95,5,SB639038-MD,519.75,09-Sep,2018
2.02E+11,New South Wales,09/09/2018,Bio Waste Kit,103.95,9,SB639038-MD,935.55,09-Sep,2018
2.02E+11,Victoria,10/09/2018,Hook Tie Down System,231.315,6,BP171085-LG,1387.89,09-Sep,2018
2.02E+11,Queensland,11/09/2018,Storage Cabinets,231.315,6,BP171085-LG,1387.89,09-Sep,2018
2.02E+11,Australian Capital Territory,12/09/2018,Hook Tie Down System,436.5375,5,CR952915-MD,2182.6875,09-Sep,2018
2.02E+11,Northen Territory,13/09/2018,Spill Response Kit,208.95,6,TN201133-SM,1253.7,09-Sep,2018
2.02E+11,Queensland,14/09/2018,Viper Earmuffs,436.5375,5,CR952915-MD,2182.6875,09-Sep,2018
2.02E+11,Tasmania,15/09/2018,Mineral Absorbent,61.425,5,SB038557-SM,307.125,09-Sep,2018
2.02E+11,New South Wales,16/09/2018,Bio Waste Kit,208.95,8,TN201133-SM,1671.6,09-Sep,2018
2.02E+11,Victoria,17/09/2018,Spill Response Kit,208.95,9,TN201133-SM,1880.55,09-Sep,2018
2.02E+11,Queensland,18/09/2018,Mineral Absorbent,231.315,5,BP171085-LG,1156.575,09-Sep,2018
2.02E+11,Australian Capital Territory,19/09/2018,Storage Cabinets,61.425,7,SB038557-SM,429.975,09-Sep,2018
2.02E+11,Northen Territory,20/09/2018,Viper Earmuffs,231.315,5,BP171085-LG,1156.575,09-Sep,2018
2.02E+11,Queensland,21/09/2018,Bio Waste Kit,61.425,7,SB038557-SM,429.975,09-Sep,2018
2.02E+11,Tasmania,22/09/2018,Hook Tie Down System,61.425,9,SB038557-SM,552.825,09-Sep,2018
2.02E+11,New South Wales,23/09/2018,Storage Cabinets,231.315,6,BP171085-LG,1387.89,09-Sep,2018
2.02E+11,Victoria,24/09/2018,Hook Tie Down System,231.315,5,BP171085-LG,1156.575,09-Sep,2018
2.02E+11,Queensland,25/09/2018,Spill Response Kit,208.95,5,TN201133-SM,1044.75,09-Sep,2018
2.02E+11,Australian Capital Territory,26/09/2018,Viper Earmuffs,61.425,8,SB038557-SM,491.4,09-Sep,2018
2.02E+11,Northen Territory,27/09/2018,Mineral Absorbent,103.95,9,SB639038-MD,935.55,09-Sep,2018
2.02E+11,Queensland,28/09/2018,Bio Waste Kit,61.425,6,SB038557-SM,368.55,09-Sep,2018
2.02E+11,Tasmania,29/09/2018,Spill Response Kit,61.425,6,SB038557-SM,368.55,09-Sep,2018
2.02E+11,New South Wales,30/09/2018,Mineral Absorbent,231.315,5,BP171085-LG,1156.575,09-Sep,2018
2.02E+11,Victoria,01/10/2018,Storage Cabinets,61.425,5,SB038557-SM,307.125,10-Oct,2018
